Source,SampleID,Year,Month,Day,TofD,Gear,FishTime,Basin,POI,Site,Habitat,Conductivity,Target_current,CommonName,CountLarge,CountSmall
INHS,14008502,2018,9,27,Day,EF,15,UMR,MSR Pool 26 and below,Pool 26,Main channel border,432,17,Silver Carp,2,0
INHS,14008503,2018,9,27,Day,EF,15,UMR,MSR Pool 26 and below,Pool 26,Main channel border,433,17,Silver Carp,6,0
INHS,14008529,2018,10,9,Day,EF,15,UMR,MSR Pool 26 and below,Pool 26,Side channel,521,16,Silver Carp,2,0
INHS,14008534,2018,10,11,Day,EF,15,UMR,MSR Pool 26 and below,Pool 26,Backwater,402,15,Silver Carp,3,1
INHS,14008536,2018,10,17,Day,EF,15,UMR,MSR Pool 26 and below,Pool 26,Impounded,371,14,Silver Carp,0,3
INHS,14008537,2018,10,18,Day,EF,15,UMR,MSR Pool 26 and below,Pool 26,Impounded,384,13,Silver Carp,0,1
INHS,14008538,2018,10,18,Day,EF,15,UMR,MSR Pool 26 and below,Pool 26,Impounded,374,13,Silver Carp,0,6
INHS,14008539,2018,10,18,Day,EF,15,UMR,MSR Pool 26 and below,Pool 26,Impounded,374,13,Silver Carp,0,12
INHS,14008564,2018,9,17,Day,EF,15,UMR,MSR Pool 26 and below,Pool 26,Main channel border,451,20,Silver Carp,1,0
INHS,14008565,2018,9,12,Day,EF,15,UMR,MSR Pool 26 and below,Pool 26,Side channel,334,17,Silver Carp,4,0
INHS,14008566,2018,9,12,Day,EF,15,UMR,MSR Pool 26 and below,Pool 26,Side channel,335,18,Silver Carp,2,0
INHS,14008567,2018,9,12,Day,EF,15,UMR,MSR Pool 26 and below,Pool 26,Main channel border,341,18,Silver Carp,6,0
INHS,14008604,2019,7,1,Day,EF,13,UMR,MSR Pool 26 and below,Pool 26,Main channel border,520,20,Silver Carp,2,3
INHS,14008607,2019,7,1,Day,EF,15,UMR,MSR Pool 26 and below,Pool 26,Side channel,417,18,Silver Carp,0,2
INHS,14008608,2019,7,1,Day,EF,15,UMR,MSR Pool 26 and below,Pool 26,Main channel border,420,19,Silver Carp,0,101
INHS,14008611,2019,7,3,Day,EF,15,UMR,MSR Pool 26 and below,Pool 26,Main channel border,432,19,Silver Carp,0,3
INHS,14008633,2019,7,17,Day,EF,15,UMR,MSR Pool 26 and below,Pool 26,Main channel border,476,19,Silver Carp,0,4
INHS,14008634,2019,7,17,Day,EF,15,UMR,MSR Pool 26 and below,Pool 26,Side channel,459,19,Silver Carp,4,0
INHS,14008635,2019,7,17,Day,EF,15,UMR,MSR Pool 26 and below,Pool 26,Side channel,468,19,Silver Carp,1,0
INHS,14008636,2019,7,18,Day,EF,15,UMR,MSR Pool 26 and below,Pool 26,Main channel border,472,19,Silver Carp,22,1
INHS,14008637,2019,7,18,Day,EF,15,UMR,MSR Pool 26 and below,Pool 26,Main channel border,472,19,Silver Carp,0,4
INHS,14008638,2019,7,18,Day,EF,15,UMR,MSR Pool 26 and below,Pool 26,Backwater,450,19,Silver Carp,1,0
INHS,14008639,2019,7,19,Day,EF,15,UMR,MSR Pool 26 and below,Pool 26,Backwater,450,19,Silver Carp,0,9
INHS,14008640,2019,7,19,Day,EF,15,UMR,MSR Pool 26 and below,Pool 26,Backwater,468,19,Silver Carp,0,21
INHS,14008641,2019,7,19,Day,EF,15,UMR,MSR Pool 26 and below,Pool 26,Backwater,465,20,Silver Carp,0,44
INHS,14008684,2019,7,23,Day,EF,15,UMR,MSR Pool 26 and below,Pool 26,Backwater,287,15,Silver Carp,0,1
INHS,14008685,2019,8,5,Day,EF,15,UMR,MSR Pool 26 and below,Pool 26,Main channel border,428,19,Silver Carp,3,0
INHS,14008686,2019,8,5,Day,EF,15,UMR,MSR Pool 26 and below,Pool 26,Side channel,426,19,Silver Carp,7,4
INHS,14008687,2019,8,6,Day,EF,15,UMR,MSR Pool 26 and below,Pool 26,Side channel,344,15,Silver Carp,2,0
INHS,14008688,2019,8,6,Day,EF,15,UMR,MSR Pool 26 and below,Pool 26,Side channel,344,15,Silver Carp,18,0
INHS,14008701,2019,8,12,Day,EF,15,UMR,MSR Pool 26 and below,Pool 26,Backwater,327,19,Silver Carp,0,1
INHS,14008702,2019,8,12,Day,EF,15,UMR,MSR Pool 26 and below,Pool 26,Backwater,321,18,Silver Carp,1,0
INHS,14008703,2019,8,13,Day,EF,12,UMR,MSR Pool 26 and below,Pool 26,Main channel border,392,18,Silver Carp,0,1
INHS,14008704,2019,8,13,Day,EF,15,UMR,MSR Pool 26 and below,Pool 26,Main channel border,366,18,Silver Carp,2,3
INHS,14008709,2019,8,14,Day,EF,20,UMR,MSR Pool 26 and below,Pool 26,Main channel border,380,17,Silver Carp,5,1
INHS,14008712,2019,8,14,Day,EF,15,UMR,MSR Pool 26 and below,Pool 26,Side channel,373,17,Silver Carp,1,8
INHS,14008715,2019,8,19,Day,EF,15,UMR,MSR Pool 26 and below,Pool 26,Main channel border,374,17,Silver Carp,0,1
INHS,14008741,2019,9,12,Day,EF,15,UMR,MSR Pool 26 and below,Pool 26,Impounded,341,17,Silver Carp,0,1
INHS,14008744,2019,9,12,Day,EF,15,UMR,MSR Pool 26 and below,Pool 26,Main channel border,376,18,Silver Carp,4,0
INHS,14008750,2019,9,12,Day,EF,15,UMR,MSR Pool 26 and below,Pool 26,Backwater,578,25,Silver Carp,0,1
INHS,14008752,2019,9,17,Day,EF,15,UMR,MSR Pool 26 and below,Pool 26,Side channel,402,18,Silver Carp,3,4
INHS,14008753,2019,9,17,Day,EF,15,UMR,MSR Pool 26 and below,Pool 26,Main channel border,405,18,Silver Carp,1,0
INHS,14008754,2019,9,17,Day,EF,15,UMR,MSR Pool 26 and below,Pool 26,Main channel border,406,18,Silver Carp,1,0
INHS,14008755,2019,9,17,Day,EF,15,UMR,MSR Pool 26 and below,Pool 26,Side channel,405,18,Silver Carp,11,7
INHS,14008790,2019,9,19,Day,EF,15,UMR,MSR Pool 26 and below,Pool 26,Side channel,459,20,Silver Carp,23,1
INHS,14008791,2019,9,19,Day,EF,15,UMR,MSR Pool 26 and below,Pool 26,Side channel,464,20,Silver Carp,5,0
INHS,14008792,2019,9,20,Day,EF,15,UMR,MSR Pool 26 and below,Pool 26,Main channel border,432,20,Silver Carp,2,0
INHS,14008794,2019,9,24,Day,EF,15,UMR,MSR Pool 26 and below,Pool 26,Side channel,398,15,Silver Carp,2,0
INHS,14008798,2019,9,20,Day,EF,15,UMR,MSR Pool 26 and below,Pool 26,Main channel border,405,19,Silver Carp,6,15
INHS,14008799,2019,9,23,Day,EF,15,UMR,MSR Pool 26 and below,Pool 26,Impounded,350,17,Silver Carp,0,1
INHS,14008814,2019,10,1,Day,EF,15,UMR,MSR Pool 26 and below,Pool 26,Backwater,322,15,Silver Carp,0,1
INHS,14008816,2019,10,1,Day,EF,15,UMR,MSR Pool 26 and below,Pool 26,Main channel border,298,14,Silver Carp,7,0
INHS,14008819,2019,10,2,Day,EF,15,UMR,MSR Pool 26 and below,Pool 26,Backwater,336,16,Silver Carp,0,1
INHS,14008820,2019,10,2,Day,EF,15,UMR,MSR Pool 26 and below,Pool 26,Backwater,329,16,Silver Carp,1,4
INHS,14008826,2019,9,9,Day,EF,15,UMR,MSR Pool 26 and below,Pool 26,Side channel,452,20,Silver Carp,1,0
INHS,14008827,2019,9,9,Day,EF,15,UMR,MSR Pool 26 and below,Pool 26,Side channel,449,20,Silver Carp,2,5
INHS,14008829,2019,9,9,Day,EF,15,UMR,MSR Pool 26 and below,Pool 26,Main channel border,451,20,Silver Carp,5,0
INHS,14008842,2019,10,3,Day,EF,15,UMR,MSR Pool 26 and below,Pool 26,Backwater,380,18,Silver Carp,2,18
INHS,14008843,2019,10,3,Day,EF,15,UMR,MSR Pool 26 and below,Pool 26,Backwater,343,18,Silver Carp,1,3
INHS,14008845,2019,10,15,Day,EF,15,UMR,MSR Pool 26 and below,Pool 26,Impounded,334,14,Silver Carp,10,1
INHS,14008846,2019,10,22,Day,EF,15,UMR,MSR Pool 26 and below,Pool 26,Main channel border,365,15,Silver Carp,26,0
INHS,14008932,2020,7,9,Day,EF,15,UMR,MSR Pool 26 and below,Pool 26,Main channel border,445,21,Silver Carp,11,1
INHS,14008933,2020,7,9,Day,EF,15,UMR,MSR Pool 26 and below,Pool 26,Side channel,449,21,Silver Carp,6,0
INHS,14008949,2020,7,14,Day,EF,15,UMR,MSR Pool 26 and below,Pool 26,Impounded,449,19,Silver Carp,0,1
INHS,14008978,2020,7,23,Day,EF,15,UMR,MSR Pool 26 and below,Pool 26,Main channel border,454,21,Silver Carp,3,2
INHS,14008980,2020,7,23,Day,EF,19,UMR,MSR Pool 26 and below,Pool 26,Main channel border,461,18,Silver Carp,24,0
INHS,14008982,2020,7,23,Day,EF,15,UMR,MSR Pool 26 and below,Pool 26,Main channel border,459,18,Silver Carp,13,0
INHS,14008994,2020,7,15,Day,EF,15,UMR,MSR Pool 26 and below,Pool 26,Impounded,369,18,Silver Carp,1,4
INHS,14008996,2020,7,15,Day,EF,15,UMR,MSR Pool 26 and below,Pool 26,Impounded,340,18,Silver Carp,4,1
INHS,14008998,2020,7,21,Day,EF,15,UMR,MSR Pool 26 and below,Pool 26,Backwater,351,18,Silver Carp,0,2
INHS,14009000,2020,7,21,Day,EF,15,UMR,MSR Pool 26 and below,Pool 26,Backwater,352,18,Silver Carp,0,4
INHS,14009002,2020,7,21,Day,EF,15,UMR,MSR Pool 26 and below,Pool 26,Backwater,346,19,Silver Carp,0,4
INHS,14009010,2020,8,6,Day,EF,15,UMR,MSR Pool 26 and below,Pool 26,Main channel border,376,17,Silver Carp,1,0
INHS,14009011,2020,8,6,Day,EF,12,UMR,MSR Pool 26 and below,Pool 26,Main channel border,376,17,Silver Carp,2,0
INHS,14009013,2020,8,6,Day,EF,15,UMR,MSR Pool 26 and below,Pool 26,Side channel,379,17,Silver Carp,2,0
INHS,14009014,2020,8,7,Day,EF,15,UMR,MSR Pool 26 and below,Pool 26,Main channel border,436,18,Silver Carp,2,1
INHS,14009015,2020,8,7,Day,EF,15,UMR,MSR Pool 26 and below,Pool 26,Main channel border,379,17,Silver Carp,1,0
INHS,14009017,2020,8,10,Day,EF,15,UMR,MSR Pool 26 and below,Pool 26,Main channel border,361,16,Silver Carp,13,0
INHS,14009018,2020,8,10,Day,EF,15,UMR,MSR Pool 26 and below,Pool 26,Side channel,369,16,Silver Carp,11,0
INHS,14009019,2020,8,10,Day,EF,15,UMR,MSR Pool 26 and below,Pool 26,Side channel,345,16,Silver Carp,0,2
INHS,14009021,2020,8,11,Day,EF,15,UMR,MSR Pool 26 and below,Pool 26,Side channel,328,16,Silver Carp,2,1
INHS,14009094,2020,9,3,Day,EF,15,UMR,MSR Pool 26 and below,Pool 26,Backwater,448,19,Silver Carp,0,72
INHS,14009095,2020,9,3,Day,EF,15,UMR,MSR Pool 26 and below,Pool 26,Backwater,448,19,Silver Carp,0,10
INHS,14009098,2020,9,3,Day,EF,15,UMR,MSR Pool 26 and below,Pool 26,Backwater,401,17,Silver Carp,0,7
INHS,14009099,2020,9,8,Day,EF,15,UMR,MSR Pool 26 and below,Pool 26,Main channel border,397,16,Silver Carp,1,0
INHS,14009100,2020,9,8,Day,EF,15,UMR,MSR Pool 26 and below,Pool 26,Side channel,405,19,Silver Carp,19,0
INHS,14009101,2020,9,8,Day,EF,15,UMR,MSR Pool 26 and below,Pool 26,Main channel border,407,19,Silver Carp,4,0
INHS,14009103,2020,9,11,Day,EF,15,UMR,MSR Pool 26 and below,Pool 26,Impounded,347,16,Silver Carp,0,1
INHS,14009105,2020,9,11,Day,EF,15,UMR,MSR Pool 26 and below,Pool 26,Impounded,348,16,Silver Carp,1,1
INHS,14009110,2020,9,17,Day,EF,15,UMR,MSR Pool 26 and below,Pool 26,Main channel border,383,14,Silver Carp,5,0
INHS,14009111,2020,9,17,Day,EF,15,UMR,MSR Pool 26 and below,Pool 26,Backwater,386,14,Silver Carp,8,0
INHS,14009112,2020,9,17,Day,EF,15,UMR,MSR Pool 26 and below,Pool 26,Side channel,387,14,Silver Carp,15,0
INHS,14009134,2020,9,24,Day,EF,15,UMR,MSR Pool 26 and below,Pool 26,Side channel,404,15,Silver Carp,2,0
INHS,14009135,2020,9,24,Day,EF,15,UMR,MSR Pool 26 and below,Pool 26,Main channel border,404,15,Silver Carp,1,0
INHS,14009138,2020,9,25,Day,EF,15,UMR,MSR Pool 26 and below,Pool 26,Main channel border,421,17,Silver Carp,2,0
INHS,14009150,2020,9,29,Day,EF,10,UMR,MSR Pool 26 and below,Pool 26,Main channel border,410,16,Silver Carp,14,0
INHS,14009151,2020,9,29,Day,EF,15,UMR,MSR Pool 26 and below,Pool 26,Side channel,411,16,Silver Carp,2,0
INHS,14009161,2020,10,8,Day,EF,15,UMR,MSR Pool 26 and below,Pool 26,Backwater,484,20,Silver Carp,0,2
INHS,14009203,2020,10,28,Day,EF,15,UMR,MSR Pool 26 and below,Pool 26,Main channel border,371,13,Silver Carp,1,0
INHS,14009204,2020,10,28,Day,EF,15,UMR,MSR Pool 26 and below,Pool 26,Side channel,372,14,Silver Carp,1,0
INHS,14009267,2021,7,9,Day,EF,15,UMR,MSR Pool 26 and below,Pool 26,Main channel border,415,17,Silver Carp,3,0
INHS,14009268,2021,7,9,Day,EF,15,UMR,MSR Pool 26 and below,Pool 26,Main channel border,401,15,Silver Carp,2,0
INHS,14009271,2021,7,14,Day,EF,15,UMR,MSR Pool 26 and below,Pool 26,Side channel,320,14,Silver Carp,3,0
INHS,14009297,2021,7,26,Day,EF,15,UMR,MSR Pool 26 and below,Pool 26,Main channel border,527,22,Silver Carp,0,45
INHS,14009299,2021,7,26,Day,EF,15,UMR,MSR Pool 26 and below,Pool 26,Impounded,342,17,Silver Carp,0,5
INHS,14009301,2021,7,26,Day,EF,15,UMR,MSR Pool 26 and below,Pool 26,Backwater,340,20,Silver Carp,0,42
INHS,14009305,2021,8,2,Day,EF,15,UMR,MSR Pool 26 and below,Pool 26,Main channel border,415,19,Silver Carp,0,10
INHS,14009306,2021,8,2,Day,EF,15,UMR,MSR Pool 26 and below,Pool 26,Main channel border,387,17,Silver Carp,8,59
INHS,14009351,2021,8,12,Day,EF,15,UMR,MSR Pool 26 and below,Pool 26,Side channel,354,18,Silver Carp,0,30
INHS,14009352,2021,8,12,Day,EF,15,UMR,MSR Pool 26 and below,Pool 26,Side channel,358,17,Silver Carp,0,263
INHS,14009353,2021,8,12,Day,EF,15,UMR,MSR Pool 26 and below,Pool 26,Main channel border,390,19,Silver Carp,0,100
INHS,14009354,2021,8,13,Day,EF,15,UMR,MSR Pool 26 and below,Pool 26,Main channel border,401,18,Silver Carp,0,387
INHS,14009363,2021,8,18,Day,EF,15,UMR,MSR Pool 26 and below,Pool 26,Backwater,366,17,Silver Carp,0,1
INHS,14009364,2021,8,18,Day,EF,15,UMR,MSR Pool 26 and below,Pool 26,Backwater,366,17,Silver Carp,0,1590
INHS,14009365,2021,8,18,Day,EF,15,UMR,MSR Pool 26 and below,Pool 26,Backwater,488,20,Silver Carp,0,568
INHS,14009366,2021,8,19,Day,EF,15,UMR,MSR Pool 26 and below,Pool 26,Side channel,359,15,Silver Carp,3,39
INHS,14009373,2021,8,26,Day,EF,15,UMR,MSR Pool 26 and below,Pool 26,Side channel,503,21,Silver Carp,2,1
INHS,14009374,2021,8,26,Day,EF,15,UMR,MSR Pool 26 and below,Pool 26,Side channel,440,20,Silver Carp,1,0
INHS,14009375,2021,8,27,Day,EF,15,UMR,MSR Pool 26 and below,Pool 26,Main channel border,355,15,Silver Carp,9,0
INHS,14009376,2021,8,27,Day,EF,10,UMR,MSR Pool 26 and below,Pool 26,Main channel border,353,16,Silver Carp,2,0
INHS,14009377,2021,8,27,Day,EF,15,UMR,MSR Pool 26 and below,Pool 26,Side channel,356,16,Silver Carp,0,3
INHS,14009388,2021,9,7,Day,EF,15,UMR,MSR Pool 26 and below,Pool 26,Main channel border,321,16,Silver Carp,4,0
INHS,14009389,2021,9,7,Day,EF,15,UMR,MSR Pool 26 and below,Pool 26,Main channel border,321,14,Silver Carp,23,0
INHS,14009390,2021,9,7,Day,EF,15,UMR,MSR Pool 26 and below,Pool 26,Main channel border,329,15,Silver Carp,19,0
INHS,14009393,2021,9,9,Day,EF,15,UMR,MSR Pool 26 and below,Pool 26,Backwater,389,16,Silver Carp,0,48
INHS,14009394,2021,9,9,Day,EF,15,UMR,MSR Pool 26 and below,Pool 26,Backwater,389,16,Silver Carp,0,13
INHS,14009395,2021,9,9,Day,EF,15,UMR,MSR Pool 26 and below,Pool 26,Main channel border,333,14,Silver Carp,1,9
INHS,14009396,2021,9,9,Day,EF,15,UMR,MSR Pool 26 and below,Pool 26,Impounded,342,15,Silver Carp,0,14
INHS,14009397,2021,8,13,Day,EF,15,UMR,MSR Pool 26 and below,Pool 26,Impounded,376,18,Silver Carp,0,4
INHS,14009398,2021,8,13,Day,EF,15,UMR,MSR Pool 26 and below,Pool 26,Impounded,388,18,Silver Carp,0,1
INHS,14009425,2021,9,16,Day,EF,15,UMR,MSR Pool 26 and below,Pool 26,Main channel border,354,18,Silver Carp,0,9
INHS,14009428,2021,7,15,Day,EF,12,UMR,MSR Pool 26 and below,Pool 26,Main channel border,328,14,Silver Carp,3,1
INHS,14009429,2021,7,26,Day,EF,15,UMR,MSR Pool 26 and below,Pool 26,Backwater,328,19,Silver Carp,0,391
INHS,14009431,2021,9,27,Day,EF,15,UMR,MSR Pool 26 and below,Pool 26,Main channel border,375,17,Silver Carp,2,0
INHS,14009432,2021,9,27,Day,EF,15,UMR,MSR Pool 26 and below,Pool 26,Backwater,365,16,Silver Carp,0,7
INHS,14009435,2021,9,28,Day,EF,15,UMR,MSR Pool 26 and below,Pool 26,Side channel,379,16,Silver Carp,1,0
INHS,14009436,2021,9,28,Day,EF,15,UMR,MSR Pool 26 and below,Pool 26,Side channel,379,16,Silver Carp,2,0
INHS,14009438,2021,9,30,Day,EF,15,UMR,MSR Pool 26 and below,Pool 26,Impounded,393,17,Silver Carp,0,19
INHS,14009439,2021,9,30,Day,EF,15,UMR,MSR Pool 26 and below,Pool 26,Impounded,370,16,Silver Carp,0,1
INHS,14009440,2021,9,30,Day,EF,15,UMR,MSR Pool 26 and below,Pool 26,Impounded,360,16,Silver Carp,0,24
INHS,14009490,2021,10,19,Day,EF,15,UMR,MSR Pool 26 and below,Pool 26,Backwater,523,20,Silver Carp,1,1
INHS,14009492,2021,10,19,Day,EF,15,UMR,MSR Pool 26 and below,Pool 26,Backwater,451,17,Silver Carp,0,16
INHS,14009493,2021,10,19,Day,EF,15,UMR,MSR Pool 26 and below,Pool 26,Backwater,440,18,Silver Carp,0,88
INHS,14009495,2021,10,20,Day,EF,15,UMR,MSR Pool 26 and below,Pool 26,Main channel border,428,16,Silver Carp,1,0
INHS,14009499,2021,10,21,Day,EF,15,UMR,MSR Pool 26 and below,Pool 26,Backwater,415,17,Silver Carp,0,2
INHS,14009500,2021,10,21,Day,EF,15,UMR,MSR Pool 26 and below,Pool 26,Backwater,404,17,Silver Carp,0,7
INHS,14009563,2022,7,8,Day,EF,15,UMR,MSR Pool 26 and below,Pool 26,Impounded,483,18,Silver Carp,0,2
INHS,14009579,2022,7,12,Day,EF,15,UMR,MSR Pool 26 and below,Pool 26,Main channel border,507,20,Silver Carp,3,0
INHS,14009581,2022,7,14,Day,EF,15,UMR,MSR Pool 26 and below,Pool 26,Backwater,513,22,Silver Carp,0,4
INHS,14009583,2022,7,14,Day,EF,15,UMR,MSR Pool 26 and below,Pool 26,Backwater,476,22,Silver Carp,1,0
INHS,14009584,2022,7,14,Day,EF,15,UMR,MSR Pool 26 and below,Pool 26,Side channel,548,21,Silver Carp,5,0
INHS,14009596,2022,7,21,Day,EF,15,UMR,MSR Pool 26 and below,Pool 26,Backwater,411,18,Silver Carp,0,1
INHS,14009613,2022,7,28,Day,EF,15,UMR,MSR Pool 26 and below,Pool 26,Main channel border,448,19,Silver Carp,4,0
INHS,14009630,2022,8,8,Day,EF,15,UMR,MSR Pool 26 and below,Pool 26,Side channel,406,18,Silver Carp,2,0
INHS,14009631,2022,8,8,Day,EF,15,UMR,MSR Pool 26 and below,Pool 26,Side channel,406,18,Silver Carp,3,0
INHS,14009634,2022,8,9,Day,EF,15,UMR,MSR Pool 26 and below,Pool 26,Main channel border,434,21,Silver Carp,0,1
INHS,14009637,2022,8,9,Day,EF,15,UMR,MSR Pool 26 and below,Pool 26,Backwater,458,22,Silver Carp,0,6
INHS,14009696,2022,8,31,Day,EF,15,UMR,MSR Pool 26 and below,Pool 26,Backwater,410,18,Silver Carp,2,0
INHS,14009698,2022,9,1,Day,EF,15,UMR,MSR Pool 26 and below,Pool 26,Backwater,413,19,Silver Carp,0,2
INHS,14009699,2022,9,1,Day,EF,15,UMR,MSR Pool 26 and below,Pool 26,Main channel border,577,23,Silver Carp,0,1
INHS,14009700,2022,9,1,Day,EF,15,UMR,MSR Pool 26 and below,Pool 26,Main channel border,418,19,Silver Carp,1,0
INHS,14009701,2022,9,6,Day,EF,15,UMR,MSR Pool 26 and below,Pool 26,Main channel border,432,20,Silver Carp,1,0
INHS,14009702,2022,9,6,Day,EF,15,UMR,MSR Pool 26 and below,Pool 26,Main channel border,518,20,Silver Carp,0,2
INHS,14009703,2022,9,6,Day,EF,15,UMR,MSR Pool 26 and below,Pool 26,Side channel,590,24,Silver Carp,1,0
INHS,14009740,2022,9,22,Day,EF,15,UMR,MSR Pool 26 and below,Pool 26,Main channel border,432,18,Silver Carp,2,0
INHS,14009742,2022,9,22,Day,EF,15,UMR,MSR Pool 26 and below,Pool 26,Main channel border,432,17,Silver Carp,2,0
