Source,SampleID,Year,Month,Day,TofD,Gear,FishTime,Basin,POI,Site,Habitat,Conductivity,Target_current,CommonName,CountLarge,CountSmall
Columbia FWCO,180911EG19,2018,9,11,Day,DT,5.033333333,UMR,Illinois River Pools (Alton upstream to Peoria),Illinois River-LaGrange,Backwater,NA,19.8,Silver Carp,5,0
Columbia FWCO,180911EG20,2018,9,11,Day,DT,5.083333333,UMR,Illinois River Pools (Alton upstream to Peoria),Illinois River-LaGrange,Backwater,NA,21.6,Silver Carp,16,0
Columbia FWCO,180912EG01,2018,9,12,Day,DT,5.05,UMR,Illinois River Pools (Alton upstream to Peoria),Illinois River-LaGrange,Main channel border,661,21.8,Silver Carp,10,0
Columbia FWCO,180912EG02,2018,9,12,Day,DT,5.066666667,UMR,Illinois River Pools (Alton upstream to Peoria),Illinois River-LaGrange,Main channel border,NA,21.2,Silver Carp,1,0
Columbia FWCO,180912EG03,2018,9,12,Day,DT,5.033333333,UMR,Illinois River Pools (Alton upstream to Peoria),Illinois River-LaGrange,Main channel border,NA,21,Silver Carp,15,0
Columbia FWCO,180912EG04,2018,9,12,Day,DT,5.066666667,UMR,Illinois River Pools (Alton upstream to Peoria),Illinois River-LaGrange,Main channel border,NA,21.3,Silver Carp,16,0
Columbia FWCO,180912EG05,2018,9,12,Day,DT,5.05,UMR,Illinois River Pools (Alton upstream to Peoria),Illinois River-LaGrange,Main channel border,NA,20.8,Silver Carp,17,0
Columbia FWCO,180912EG06,2018,9,12,Day,DT,5,UMR,Illinois River Pools (Alton upstream to Peoria),Illinois River-LaGrange,Side channel,NA,20.8,Silver Carp,5,0
Columbia FWCO,180912EG07,2018,9,12,Day,DT,5.05,UMR,Illinois River Pools (Alton upstream to Peoria),Illinois River-LaGrange,Main channel border,NA,20.6,Silver Carp,6,0
Columbia FWCO,180912EG08,2018,9,12,Day,DT,5.016666667,UMR,Illinois River Pools (Alton upstream to Peoria),Illinois River-LaGrange,Main channel border,NA,20.6,Silver Carp,9,0
Columbia FWCO,180912EG09,2018,9,12,Day,DT,5.05,UMR,Illinois River Pools (Alton upstream to Peoria),Illinois River-LaGrange,Side channel,NA,20.2,Silver Carp,7,0
Columbia FWCO,180912EG10,2018,9,12,Day,DT,5.066666667,UMR,Illinois River Pools (Alton upstream to Peoria),Illinois River-LaGrange,Main channel border,NA,20.7,Silver Carp,5,0
Columbia FWCO,180912EG11,2018,9,12,Day,DT,5.066666667,UMR,Illinois River Pools (Alton upstream to Peoria),Illinois River-LaGrange,Main channel border,NA,20.1,Silver Carp,7,0
Columbia FWCO,180912EG12,2018,9,12,Day,DT,5.083333333,UMR,Illinois River Pools (Alton upstream to Peoria),Illinois River-LaGrange,Main channel border,NA,20.5,Silver Carp,23,0
Columbia FWCO,180912EG13,2018,9,12,Day,DT,5.05,UMR,Illinois River Pools (Alton upstream to Peoria),Illinois River-LaGrange,Main channel border,NA,21.4,Silver Carp,11,0
Columbia FWCO,180912EG14,2018,9,12,Day,DT,5.066666667,UMR,Illinois River Pools (Alton upstream to Peoria),Illinois River-LaGrange,Main channel border,NA,20.8,Silver Carp,4,0
Columbia FWCO,180912EG15,2018,9,12,Day,DT,5.05,UMR,Illinois River Pools (Alton upstream to Peoria),Illinois River-LaGrange,Main channel border,NA,21,Silver Carp,3,0
Columbia FWCO,180913EG01,2018,9,13,Day,DT,5.033333333,UMR,Illinois River Pools (Alton upstream to Peoria),Illinois River-LaGrange,Main channel border,585,19.1,Silver Carp,8,0
Columbia FWCO,180913EG02,2018,9,13,Day,DT,5.016666667,UMR,Illinois River Pools (Alton upstream to Peoria),Illinois River-LaGrange,Main channel border,NA,20.6,Silver Carp,6,0
Columbia FWCO,180913EG03,2018,9,13,Day,DT,5.033333333,UMR,Illinois River Pools (Alton upstream to Peoria),Illinois River-LaGrange,Backwater,NA,20.3,Silver Carp,2,7
Columbia FWCO,180913EG04,2018,9,13,Day,DT,5,UMR,Illinois River Pools (Alton upstream to Peoria),Illinois River-LaGrange,Backwater,NA,20.8,Silver Carp,1,0
Columbia FWCO,180913EG06,2018,9,13,Day,DT,5.016666667,UMR,Illinois River Pools (Alton upstream to Peoria),Illinois River-LaGrange,Side channel,NA,20.9,Silver Carp,21,0
Columbia FWCO,180913EG07,2018,9,13,Day,DT,5.05,UMR,Illinois River Pools (Alton upstream to Peoria),Illinois River-LaGrange,Main channel border,NA,21.1,Silver Carp,9,0
Columbia FWCO,180924EG01,2018,9,24,Day,DT,5,UMR,Illinois River Pools (Alton upstream to Peoria),Illinois River-Peoria,Main channel border,806,25.5,Silver Carp,5,0
Columbia FWCO,180924EG02,2018,9,24,Day,DT,5,UMR,Illinois River Pools (Alton upstream to Peoria),Illinois River-Peoria,Side channel,NA,25,Silver Carp,1,0
Columbia FWCO,180924EG04,2018,9,24,Day,DT,5.066666667,UMR,Illinois River Pools (Alton upstream to Peoria),Illinois River-Peoria,Main channel border,NA,26,Silver Carp,1,0
Columbia FWCO,180924EG05,2018,9,24,Day,DT,5.083333333,UMR,Illinois River Pools (Alton upstream to Peoria),Illinois River-Peoria,Main channel border,NA,26,Silver Carp,15,0
Columbia FWCO,180924EG06,2018,9,24,Day,DT,5.05,UMR,Illinois River Pools (Alton upstream to Peoria),Illinois River-Peoria,Main channel border,NA,26,Silver Carp,13,0
Columbia FWCO,180924EG07,2018,9,24,Day,DT,5.083333333,UMR,Illinois River Pools (Alton upstream to Peoria),Illinois River-Peoria,Main channel border,NA,26.9,Silver Carp,4,0
Columbia FWCO,180925EG01,2018,9,25,Day,DT,5.083333333,UMR,Illinois River Pools (Alton upstream to Peoria),Illinois River-Peoria,Side channel,745,24.3,Silver Carp,10,0
Columbia FWCO,180925EG02,2018,9,25,Day,DT,5.083333333,UMR,Illinois River Pools (Alton upstream to Peoria),Illinois River-Peoria,Main channel border,NA,25.6,Silver Carp,8,0
Columbia FWCO,180925EG03,2018,9,25,Day,DT,5.066666667,UMR,Illinois River Pools (Alton upstream to Peoria),Illinois River-Peoria,Main channel border,NA,26.2,Silver Carp,8,0
Columbia FWCO,180925EG04,2018,9,25,Day,DT,5.066666667,UMR,Illinois River Pools (Alton upstream to Peoria),Illinois River-Peoria,Main channel border,NA,26.2,Silver Carp,3,0
Columbia FWCO,180925EG05,2018,9,25,Day,DT,5.083333333,UMR,Illinois River Pools (Alton upstream to Peoria),Illinois River-Peoria,Main channel border,NA,27,Silver Carp,5,0
Columbia FWCO,180925EG06,2018,9,25,Day,DT,5.083333333,UMR,Illinois River Pools (Alton upstream to Peoria),Illinois River-Peoria,Side channel,NA,28.4,Silver Carp,25,0
Columbia FWCO,180925EG08,2018,9,25,Day,DT,5.083333333,UMR,Illinois River Pools (Alton upstream to Peoria),Illinois River-Peoria,Main channel border,NA,25,Silver Carp,12,0
Columbia FWCO,180925EG09,2018,9,25,Day,DT,5.05,UMR,Illinois River Pools (Alton upstream to Peoria),Illinois River-Peoria,Side channel,NA,25.2,Silver Carp,7,0
Columbia FWCO,180925EG10,2018,9,25,Day,DT,5.1,UMR,Illinois River Pools (Alton upstream to Peoria),Illinois River-Peoria,Main channel border,755,25.8,Silver Carp,32,0
Columbia FWCO,180925EG11,2018,9,25,Day,DT,5.066666667,UMR,Illinois River Pools (Alton upstream to Peoria),Illinois River-Peoria,Main channel border,NA,27.8,Silver Carp,21,0
Columbia FWCO,180925EG12,2018,9,25,Day,DT,5.066666667,UMR,Illinois River Pools (Alton upstream to Peoria),Illinois River-Peoria,Backwater,NA,25.8,Silver Carp,4,0
Columbia FWCO,180925EG13,2018,9,25,Day,DT,5.083333333,UMR,Illinois River Pools (Alton upstream to Peoria),Illinois River-Peoria,Main channel border,NA,27.2,Silver Carp,12,0
Columbia FWCO,180925EG14,2018,9,25,Day,DT,5.1,UMR,Illinois River Pools (Alton upstream to Peoria),Illinois River-Peoria,Side channel,NA,27.7,Silver Carp,5,0
Columbia FWCO,180925EG15,2018,9,25,Day,DT,5.033333333,UMR,Illinois River Pools (Alton upstream to Peoria),Illinois River-Peoria,Side channel,NA,26.4,Silver Carp,17,0
Columbia FWCO,180926EG01,2018,9,26,Day,DT,5.05,UMR,Illinois River Pools (Alton upstream to Peoria),Illinois River-Peoria,Side channel,725,24.5,Silver Carp,38,0
Columbia FWCO,180926EG02,2018,9,26,Day,DT,5.083333333,UMR,Illinois River Pools (Alton upstream to Peoria),Illinois River-Peoria,Side channel,NA,26.4,Silver Carp,24,0
Columbia FWCO,180926EG03,2018,9,26,Day,DT,5.1,UMR,Illinois River Pools (Alton upstream to Peoria),Illinois River-Peoria,Side channel,NA,27,Silver Carp,35,0
Columbia FWCO,180926EG04,2018,9,26,Day,DT,5.066666667,UMR,Illinois River Pools (Alton upstream to Peoria),Illinois River-Peoria,Main channel border,NA,26.7,Silver Carp,29,0
Columbia FWCO,180926EG05,2018,9,26,Day,DT,5.066666667,UMR,Illinois River Pools (Alton upstream to Peoria),Illinois River-Peoria,Main channel border,NA,28.5,Silver Carp,15,0
Columbia FWCO,180926EG06,2018,9,26,Day,DT,5.083333333,UMR,Illinois River Pools (Alton upstream to Peoria),Illinois River-Peoria,Side channel,NA,24.1,Silver Carp,16,0
Columbia FWCO,180926EG07,2018,9,26,Day,DT,5.083333333,UMR,Illinois River Pools (Alton upstream to Peoria),Illinois River-Peoria,Main channel border,NA,26.1,Silver Carp,18,0
Columbia FWCO,180926EG08,2018,9,26,Day,DT,5.066666667,UMR,Illinois River Pools (Alton upstream to Peoria),Illinois River-Peoria,Main channel border,NA,25.1,Silver Carp,1,0
Columbia FWCO,180926EG09,2018,9,26,Day,DT,5.066666667,UMR,Illinois River Pools (Alton upstream to Peoria),Illinois River-Peoria,Backwater,NA,27.4,Silver Carp,4,0
Columbia FWCO,180926EG12,2018,9,26,Day,DT,5.05,UMR,Illinois River Pools (Alton upstream to Peoria),Illinois River-Peoria,Backwater,NA,27.9,Silver Carp,1,0
Columbia FWCO,180926EG13,2018,9,26,Day,DT,5.083333333,UMR,Illinois River Pools (Alton upstream to Peoria),Illinois River-Peoria,Backwater,NA,26.9,Silver Carp,5,0
Columbia FWCO,180926EG18,2018,9,26,Day,DT,5.15,UMR,Illinois River Pools (Alton upstream to Peoria),Illinois River-Peoria,Backwater,NA,27.6,Silver Carp,2,0
Columbia FWCO,180926EG20,2018,9,26,Day,DT,5.05,UMR,Illinois River Pools (Alton upstream to Peoria),Illinois River-Peoria,Backwater,NA,26,Silver Carp,1,0
Columbia FWCO,180926EG22,2018,9,26,Day,DT,5.083333333,UMR,Illinois River Pools (Alton upstream to Peoria),Illinois River-Peoria,Backwater,NA,28.3,Silver Carp,1,0
Columbia FWCO,180926EG23,2018,9,26,Day,DT,5.066666667,UMR,Illinois River Pools (Alton upstream to Peoria),Illinois River-Peoria,Backwater,NA,27.6,Silver Carp,2,0
Columbia FWCO,180926EG24,2018,9,26,Day,DT,5.05,UMR,Illinois River Pools (Alton upstream to Peoria),Illinois River-Peoria,Backwater,NA,27.5,Silver Carp,12,0
Columbia FWCO,180926EG25,2018,9,26,Day,DT,5.083333333,UMR,Illinois River Pools (Alton upstream to Peoria),Illinois River-Peoria,Backwater,NA,26.1,Silver Carp,4,0
Columbia FWCO,180927EG01,2018,9,27,Day,DT,5.05,UMR,Illinois River Pools (Alton upstream to Peoria),Illinois River-Peoria,Main channel border,624,26.2,Silver Carp,7,0
Columbia FWCO,180927EG02,2018,9,27,Day,DT,5.066666667,UMR,Illinois River Pools (Alton upstream to Peoria),Illinois River-Peoria,Main channel border,NA,25.5,Silver Carp,1,0
Columbia FWCO,190923EG01,2019,9,23,Day,DT,5.083333333,UMR,Illinois River Pools (Alton upstream to Peoria),Illinois River-Alton,Main channel border,730,22.3,Silver Carp,16,12
Columbia FWCO,190923EG02,2019,9,23,Day,DT,4.633333333,UMR,Illinois River Pools (Alton upstream to Peoria),Illinois River-Alton,Main channel border,NA,24.4,Silver Carp,1,3
Columbia FWCO,190923EG03,2019,9,23,Day,DT,5.083333333,UMR,Illinois River Pools (Alton upstream to Peoria),Illinois River-Alton,Main channel border,NA,23.3,Silver Carp,45,4
Columbia FWCO,190923MUD01,2019,9,23,Day,DT,5,UMR,Illinois River Pools (Alton upstream to Peoria),Illinois River-Peoria,Side channel,586,19.6,Silver Carp,1,0
Columbia FWCO,190923MUD02,2019,9,23,Day,DT,5,UMR,Illinois River Pools (Alton upstream to Peoria),Illinois River-Peoria,Main channel border,NA,20,Silver Carp,38,0
Columbia FWCO,190924EG01,2019,9,24,Day,DT,5.1,UMR,Illinois River Pools (Alton upstream to Peoria),Illinois River-Alton,Main channel border,700,23,Silver Carp,13,20
Columbia FWCO,190924EG02,2019,9,24,Day,DT,5.066666667,UMR,Illinois River Pools (Alton upstream to Peoria),Illinois River-Alton,Main channel border,NA,22.7,Silver Carp,41,9
Columbia FWCO,190924EG03,2019,9,24,Day,DT,5.066666667,UMR,Illinois River Pools (Alton upstream to Peoria),Illinois River-Alton,Main channel border,NA,22.8,Silver Carp,7,11
Columbia FWCO,190924EG04,2019,9,24,Day,DT,4.116666667,UMR,Illinois River Pools (Alton upstream to Peoria),Illinois River-Alton,Side channel,693,23.9,Silver Carp,53,3
Columbia FWCO,190924EG05,2019,9,24,Day,DT,5.066666667,UMR,Illinois River Pools (Alton upstream to Peoria),Illinois River-Alton,Main channel border,NA,24,Silver Carp,5,2
Columbia FWCO,190924MUD01,2019,9,24,Day,DT,5,UMR,Illinois River Pools (Alton upstream to Peoria),Illinois River-Peoria,Main channel border,558,18.1,Silver Carp,26,0
Columbia FWCO,190924MUD02,2019,9,24,Day,DT,5,UMR,Illinois River Pools (Alton upstream to Peoria),Illinois River-Peoria,Side channel,NA,18.2,Silver Carp,8,0
Columbia FWCO,190924MUD03,2019,9,24,Day,DT,5,UMR,Illinois River Pools (Alton upstream to Peoria),Illinois River-Peoria,Side channel,NA,19,Silver Carp,53,0
Columbia FWCO,190924MUD04,2019,9,24,Day,DT,5,UMR,Illinois River Pools (Alton upstream to Peoria),Illinois River-Peoria,Main channel border,NA,18,Silver Carp,24,0
Columbia FWCO,190924MUD05,2019,9,24,Day,DT,5,UMR,Illinois River Pools (Alton upstream to Peoria),Illinois River-Peoria,Main channel border,NA,18.7,Silver Carp,9,0
Columbia FWCO,190924MUD06,2019,9,24,Day,DT,5,UMR,Illinois River Pools (Alton upstream to Peoria),Illinois River-Peoria,Side channel,581,18,Silver Carp,12,0
Columbia FWCO,190924MUD07,2019,9,24,Day,DT,5,UMR,Illinois River Pools (Alton upstream to Peoria),Illinois River-Peoria,Main channel border,NA,NA,Silver Carp,6,0
